gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
105365,000003,20071119,,S&P 500 Comp-Ltd,I0003,AMERICAN TOWER CORP,AMT
145049,000003,20071214,,S&P 500 Comp-Ltd,I0003,GAMESTOP CORP,GME
006788,000003,20071221,,S&P 500 Comp-Ltd,I0003,RANGE RESOURCES CORP,RRC
011300,000003,20071231,20140921,S&P 500 Comp-Ltd,I0003,GRAHAM HOLDINGS CO,GHC
010631,000003,20080102,,S&P 500 Comp-Ltd,I0003,TOTAL SYSTEM SERVICES INC,TSS
060894,000003,20080129,,S&P 500 Comp-Ltd,I0003,CAMERON INTERNATIONAL CORP,CAM
013125,000003,20080331,,S&P 500 Comp-Ltd,I0003,HCP INC,HCP
179621,000003,20080331,,S&P 500 Comp-Ltd,I0003,PHILIP MORRIS INTERNATIONAL,PM
136725,000003,20080602,,S&P 500 Comp-Ltd,I0003,INTUITIVE SURGICAL INC,ISRG
009904,000003,20080606,,S&P 500 Comp-Ltd,I0003,SOUTHWESTERN ENERGY CO,SWN
147175,000003,20080611,,S&P 500 Comp-Ltd,I0003,LORILLARD INC,LO
020548,000003,20080623,,S&P 500 Comp-Ltd,I0003,CABOT OIL & GAS CORP,COG
141400,000003,20080623,20110601,S&P 500 Comp-Ltd,I0003,MASSEY ENERGY CO,MEE
180167,000003,20080701,,S&P 500 Comp-Ltd,I0003,SCRIPPS NETWORKS INTERACTIVE,SNI
029968,000003,20080701,20111218,S&P 500 Comp-Ltd,I0003,AK STEEL HOLDING CORP,AKS
160225,000003,20080718,,S&P 500 Comp-Ltd,I0003,MASTERCARD INC,MA
061483,000003,20080731,,S&P 500 Comp-Ltd,I0003,DAVITA HEALTHCARE PARTNERS,DVA
029804,000003,20080821,,S&P 500 Comp-Ltd,I0003,INVESCO LTD,IVZ
163946,000003,20080827,,S&P 500 Comp-Ltd,I0003,CF INDUSTRIES HOLDINGS INC,CF
014225,000003,20080915,,S&P 500 Comp-Ltd,I0003,FASTENAL CO,FAST
157855,000003,20080915,,S&P 500 Comp-Ltd,I0003,SALESFORCE.COM INC,CRM
005492,000003,20080922,,S&P 500 Comp-Ltd,I0003,HARRIS CORP,HRS
014359,000003,20080924,,S&P 500 Comp-Ltd,I0003,PIONEER NATURAL RESOURCES CO,PXD
014282,000003,20080930,,S&P 500 Comp-Ltd,I0003,AMPHENOL CORP,APH
004108,000003,20081002,,S&P 500 Comp-Ltd,I0003,FLOWSERVE CORP,FLS
179700,000003,20081007,,S&P 500 Comp-Ltd,I0003,DR PEPPER SNAPPLE GROUP INC,DPS
149337,000003,20081022,,S&P 500 Comp-Ltd,I0003,NASDAQ OMX GROUP INC,NDAQ
011550,000003,20081031,,S&P 500 Comp-Ltd,I0003,WISCONSIN ENERGY CORP,WEC
009777,000003,20081106,,S&P 500 Comp-Ltd,I0003,SMUCKER (JM) CO,SJM
016245,000003,20081113,,S&P 500 Comp-Ltd,I0003,PEOPLE'S UNITED FINL INC,PBCT
013700,000003,20081114,,S&P 500 Comp-Ltd,I0003,DENTSPLY INTERNATL INC,XRAY
149318,000003,20081114,,S&P 500 Comp-Ltd,I0003,WYNN RESORTS LTD,WYNN
023945,000003,20081117,20111016,S&P 500 Comp-Ltd,I0003,CEPHALON INC,CEPH
063527,000003,20081119,,S&P 500 Comp-Ltd,I0003,STERICYCLE INC,SRCL
118577,000003,20081124,20140123,S&P 500 Comp-Ltd,I0003,LIFE TECHNOLOGIES CORP,LIFE
004094,000003,20081202,,S&P 500 Comp-Ltd,I0003,DUN & BRADSTREET CORP,DNB
112168,000003,20081205,,S&P 500 Comp-Ltd,I0003,REPUBLIC SERVICES INC,RSG
004430,000003,20081219,,S&P 500 Comp-Ltd,I0003,EQT CORP,EQT
025783,000003,20081223,20110228,S&P 500 Comp-Ltd,I0003,MCAFEE INC,MFE
008215,000003,20090102,,S&P 500 Comp-Ltd,I0003,OWENS-ILLINOIS INC,OI
009445,000003,20090102,,S&P 500 Comp-Ltd,I0003,SCANA CORP,SCG
028477,000003,20090102,,S&P 500 Comp-Ltd,I0003,FLIR SYSTEMS INC,FLIR
062374,000003,20090106,,S&P 500 Comp-Ltd,I0003,IRON MOUNTAIN INC,IRM
005543,000003,20090130,,S&P 500 Comp-Ltd,I0003,HEALTH CARE REIT INC,HCN
061409,000003,20090226,,S&P 500 Comp-Ltd,I0003,DIAMOND OFFSHRE DRILLING INC,DO
005709,000003,20090304,,S&P 500 Comp-Ltd,I0003,HORMEL FOODS CORP,HRL
110179,000003,20090304,,S&P 500 Comp-Ltd,I0003,VENTAS INC,VTR
007970,000003,20090317,,S&P 500 Comp-Ltd,I0003,NORTHEAST UTILITIES,NU
028180,000003,20090327,,S&P 500 Comp-Ltd,I0003,O'REILLY AUTOMOTIVE INC,ORLY
176404,000003,20090330,,S&P 500 Comp-Ltd,I0003,TIME WARNER CABLE INC,TWC
020653,000003,20090402,,S&P 500 Comp-Ltd,I0003,DENBURY RESOURCES INC,DNR
142811,000003,20090605,,S&P 500 Comp-Ltd,I0003,FMC TECHNOLOGIES INC,FTI
003905,000003,20090609,20120930,S&P 500 Comp-Ltd,I0003,DEVRY EDUCATION GROUP INC,DV
160256,000003,20090630,20130430,S&P 500 Comp-Ltd,I0003,METROPCS COMMUNICATIONS INC,PCS
011399,000003,20090701,,S&P 500 Comp-Ltd,I0003,WESTERN DIGITAL CORP,WDC
066446,000003,20090701,,S&P 500 Comp-Ltd,I0003,QUANTA SERVICES INC,PWR
122841,000003,20090727,,S&P 500 Comp-Ltd,I0003,RED HAT INC,RHT
004510,000003,20090819,,S&P 500 Comp-Ltd,I0003,FMC CORP,FMC
183257,000003,20090901,,S&P 500 Comp-Ltd,I0003,CAREFUSION CORP,CFN
012950,000003,20090909,,S&P 500 Comp-Ltd,I0003,AIRGAS INC,ARG
175404,000003,20091016,,S&P 500 Comp-Ltd,I0003,FIRST SOLAR INC,FSLR
119314,000003,20091106,,S&P 500 Comp-Ltd,I0003,PRICELINE GROUP INC,PCLN
009248,000003,20091221,,S&P 500 Comp-Ltd,I0003,ROSS STORES INC,ROST
179534,000003,20091221,,S&P 500 Comp-Ltd,I0003,VISA INC,V
180833,000003,20091221,,S&P 500 Comp-Ltd,I0003,MEAD JOHNSON NUTRITION CO,MJN
165123,000003,20091221,20130922,S&P 500 Comp-Ltd,I0003,LEIDOS HOLDINGS INC,LDOS
003107,000003,20091221,20140401,S&P 500 Comp-Ltd,I0003,CLIFFS NATURAL RESOURCES INC,CLF
024925,000003,20091223,,S&P 500 Comp-Ltd,I0003,ROPER INDUSTRIES INC/DE,ROP
135990,000003,20100129,,S&P 500 Comp-Ltd,I0003,NRG ENERGY INC,NRG
029150,000003,20100208,,S&P 500 Comp-Ltd,I0003,URBAN OUTFITTERS INC,URBN
002176,000003,20100216,,S&P 500 Comp-Ltd,I0003,BERKSHIRE HATHAWAY,BRK.B
005581,000003,20100301,,S&P 500 Comp-Ltd,I0003,HELMERICH & PAYNE,HP
164296,000003,20100301,,S&P 500 Comp-Ltd,I0003,DISCOVERY COMMUNICATIONS INC,DISCA
008151,000003,20100315,,S&P 500 Comp-Ltd,I0003,ONEOK INC,OKE
012850,000003,20100430,,S&P 500 Comp-Ltd,I0003,CERNER CORP,CERN
064410,000003,20100628,,S&P 500 Comp-Ltd,I0003,CARMAX INC,KMX
154357,000003,20100701,,S&P 500 Comp-Ltd,I0003,QEP RESOURCES INC,QEP
028034,000003,20100715,,S&P 500 Comp-Ltd,I0003,ACE LTD,ACE
010787,000003,20100827,,S&P 500 Comp-Ltd,I0003,TYCO INTERNATIONAL LTD,TYC
005959,000003,20101117,,S&P 500 Comp-Ltd,I0003,INGERSOLL-RAND PLC,IR
012485,000003,20101220,,S&P 500 Comp-Ltd,I0003,CABLEVISION SYS CORP  -CL A,CVC
029173,000003,20101220,,S&P 500 Comp-Ltd,I0003,NEWFIELD EXPLORATION CO,NFX
121077,000003,20101220,,S&P 500 Comp-Ltd,I0003,F5 NETWORKS INC,FFIV
147579,000003,20101220,,S&P 500 Comp-Ltd,I0003,NETFLIX INC,NFLX
186106,000003,20110104,20120524,S&P 500 Comp-Ltd,I0003,MOTOROLA MOBILITY HLDGS INC,MMI.3
011925,000003,20110118,,S&P 500 Comp-Ltd,I0003,NOBLE CORP PLC,NE
013003,000003,20110228,,S&P 500 Comp-Ltd,I0003,JOY GLOBAL INC,JOY
177264,000003,20110301,,S&P 500 Comp-Ltd,I0003,COVIDIEN PLC,COV
133366,000003,20110401,,S&P 500 Comp-Ltd,I0003,EDWARDS LIFESCIENCES CORP,EW
124434,000003,20110404,,S&P 500 Comp-Ltd,I0003,BLACKROCK INC,BLK
165914,000003,20110428,,S&P 500 Comp-Ltd,I0003,CHIPOTLE MEXICAN GRILL INC,CMG
162448,000003,20110602,20121001,S&P 500 Comp-Ltd,I0003,ALPHA NATURAL RESOURCES INC,ANR
186989,000003,20110701,,S&P 500 Comp-Ltd,I0003,MARATHON PETROLEUM CORP,MPC
143357,000003,20110706,,S&P 500 Comp-Ltd,I0003,ACCENTURE PLC,ACN
162129,000003,20110926,,S&P 500 Comp-Ltd,I0003,MOSAIC CO,MOS
177267,000003,20111017,,S&P 500 Comp-Ltd,I0003,TE CONNECTIVITY LTD,TEL
189491,000003,20111101,,S&P 500 Comp-Ltd,I0003,XYLEM INC,XYL
003497,000003,20111123,20121202,S&P 500 Comp-Ltd,I0003,COOPER INDUSTRIES PLC,CBE
001837,000003,20111213,,S&P 500 Comp-Ltd,I0003,AGL RESOURCES INC,GAS
024782,000003,20111219,,S&P 500 Comp-Ltd,I0003,PERRIGO CO PLC,PRGO
028742,000003,20111219,,S&P 500 Comp-Ltd,I0003,BORGWARNER INC,BWA
031587,000003,20111219,,S&P 500 Comp-Ltd,I0003,DOLLAR TREE INC,DLTR
199356,000003,20111221,,S&P 500 Comp-Ltd,I0003,TRIPADVISOR INC,TRIP
187128,000003,20120103,20140323,S&P 500 Comp-Ltd,I0003,WPX ENERGY INC,WPX
113490,000003,20120314,,S&P 500 Comp-Ltd,I0003,CROWN CASTLE INTL CORP,CCI
028118,000003,20120404,,S&P 500 Comp-Ltd,I0003,FOSSIL GROUP INC,FOSL
170841,000003,20120501,,S&P 500 Comp-Ltd,I0003,PHILLIPS 66,PSX
006310,000003,20120525,,S&P 500 Comp-Ltd,I0003,KINDER MORGAN INC,KMI
062263,000003,20120525,,S&P 500 Comp-Ltd,I0003,ALEXION PHARMACEUTICALS INC,ALXN
006565,000003,20120605,,S&P 500 Comp-Ltd,I0003,LAM RESEARCH CORP,LRCX
024316,000003,20120629,,S&P 500 Comp-Ltd,I0003,MONSTER BEVERAGE CORP,MNST
150937,000003,20120702,,S&P 500 Comp-Ltd,I0003,SEAGATE TECHNOLOGY PLC,STX
002270,000003,20120731,,S&P 500 Comp-Ltd,I0003,ENSCO PLC,ESV
294524,000003,20120905,,S&P 500 Comp-Ltd,I0003,LYONDELLBASELL INDUSTRIES NV,LYB
008463,000003,20121001,,S&P 500 Comp-Ltd,I0003,PENTAIR PLC,PNR
014438,000003,20121001,,S&P 500 Comp-Ltd,I0003,ADT CORP,ADT
012978,000003,20121002,,S&P 500 Comp-Ltd,I0003,KRAFT FOODS GROUP INC,KRFT
028648,000003,20121005,,S&P 500 Comp-Ltd,I0003,PETSMART INC,PETM
004016,000003,20121203,,S&P 500 Comp-Ltd,I0003,DOLLAR GENERAL CORP,DG
141459,000003,20121212,,S&P 500 Comp-Ltd,I0003,GARMIN LTD,GRMN
118122,000003,20121224,,S&P 500 Comp-Ltd,I0003,DELPHI AUTOMOTIVE PLC,DLPH
016101,000003,20130102,,S&P 500 Comp-Ltd,I0003,ABBVIE INC,ABBV
008551,000003,20130214,,S&P 500 Comp-Ltd,I0003,PVH CORP,PVH
023812,000003,20130501,,S&P 500 Comp-Ltd,I0003,REGENERON PHARMACEUTICALS,REGN
029868,000003,20130509,,S&P 500 Comp-Ltd,I0003,MACERICH CO,MAC
006335,000003,20130524,,S&P 500 Comp-Ltd,I0003,KANSAS CITY SOUTHERN,KSU
005073,000003,20130607,,S&P 500 Comp-Ltd,I0003,GENERAL MOTORS CO,GM
013721,000003,20130624,,S&P 500 Comp-Ltd,I0003,ZOETIS INC,ZTS
018043,000003,20130701,,S&P 500 Comp-Ltd,I0003,NEWS CORP,NWSA
100873,000003,20130709,,S&P 500 Comp-Ltd,I0003,NIELSEN HOLDINGS NV,NLSN
003851,000003,20130911,,S&P 500 Comp-Ltd,I0003,DELTA AIR LINES INC,DAL
001598,000003,20130923,,S&P 500 Comp-Ltd,I0003,AMETEK INC,AME
024344,000003,20130923,,S&P 500 Comp-Ltd,I0003,VERTEX PHARMACEUTICALS INC,VRTX
028338,000003,20131029,,S&P 500 Comp-Ltd,I0003,TRANSOCEAN LTD,RIG
198058,000003,20131113,,S&P 500 Comp-Ltd,I0003,MICHAEL KORS HOLDINGS LTD,KORS
316056,000003,20131202,,S&P 500 Comp-Ltd,I0003,ALLEGION PLC,ALLE
028119,000003,20131210,,S&P 500 Comp-Ltd,I0003,GENERAL GROWTH PPTYS INC,GGP
025119,000003,20131223,,S&P 500 Comp-Ltd,I0003,MOHAWK INDUSTRIES INC,MHK
143974,000003,20131223,,S&P 500 Comp-Ltd,I0003,ALLIANCE DATA SYSTEMS CORP,ADS
170617,000003,20131223,,S&P 500 Comp-Ltd,I0003,FACEBOOK INC,FB
029736,000003,20140124,,S&P 500 Comp-Ltd,I0003,TRACTOR SUPPLY CO,TSCO
028877,000003,20140324,,S&P 500 Comp-Ltd,I0003,KEURIG GREEN MOUNTAIN INC,GMCR
030293,000003,20140402,,S&P 500 Comp-Ltd,I0003,ESSEX PROPERTY TRUST,ESS
160329,000003,20140403,,S&P 500 Comp-Ltd,I0003,GOOGLE INC,GOOG
165052,000003,20140501,,S&P 500 Comp-Ltd,I0003,UNDER ARMOUR INC,UA
180711,000003,20140508,,S&P 500 Comp-Ltd,I0003,AVAGO TECHNOLOGIES LTD,AVGO
150699,000003,20140623,,S&P 500 Comp-Ltd,I0003,CIMAREX ENERGY CO,XEC
065886,000003,20140701,,S&P 500 Comp-Ltd,I0003,AFFILIATED MANAGERS GRP INC,AMG
029733,000003,20140702,,S&P 500 Comp-Ltd,I0003,MARTIN MARIETTA MATERIALS,MLM
164296,000003,20140807,,S&P 500 Comp-Ltd,I0003,DISCOVERY COMMUNICATIONS INC,DISCA
018086,000003,20140819,,S&P 500 Comp-Ltd,I0003,MALLINCKRODT PLC,MNK
011032,000003,20140922,,S&P 500 Comp-Ltd,I0003,UNIVERSAL HEALTH SVCS INC,UHS
066065,000003,20140922,,S&P 500 Comp-Ltd,I0003,UNITED RENTALS INC,URI
