GOOG/NYSE_GMXR,GMX Resources Inc. (GMXR),12/16/09,3/28/13,daily,12/10/13
GOOG/NASDAQ_XRTX,Xyratex Ltd. (XRTX),6/24/04,3/31/14,daily,6/29/14
GOOG/PINK_ATYG,"Atlas Technology Group, Inc. (ATYG)",9/7/05,10/2/14,daily,12/8/14
GOOG/PINK_CMKG,"Mktg, Inc. (CMKG)",6/25/10,12/5/12,daily,8/27/13
GOOG/PINK_MSEL,"Merisel, Inc. (MSEL)",1/4/99,8/27/13,daily,11/25/13
GOOG/NYSE_ADY,Feihe International Inc (ADY),5/14/03,6/27/13,daily,12/10/13
GOOG/PINK_ROHI,Rotech Healthcare Inc. (ROHI),11/8/05,9/26/13,daily,12/13/13
GOOG/PINK_SGLN,SurgLine International Inc (SGLN),4/19/12,10/9/14,daily,12/8/14
GOOG/NASDAQ_XRSC,XRS Corp (XRSC),1/3/03,10/31/14,daily,12/8/14
GOOG/NASDAQ_MCRS,"MICROS Systems, Inc. (MCRS)",3/11/81,9/8/14,daily,12/7/14
GOOG/PINK_MZIAQ,Milacron Inc (MZIAQ),1/2/03,2/15/13,daily,8/27/13
GOOG/NASDAQ_WBSN,Websense Inc (WBSN),3/28/00,6/25/13,daily,12/10/13
GOOG/PINK_ARIS,"ARI Network Services, Inc. (ARIS)",4/9/96,3/4/13,daily,8/27/13
GOOG/PINK_TRNT,TransNet Corporation (TRNT),1/2/03,5/13/13,daily,8/27/13
GOOG/NASDAQ_BANC,Banc of California Inc (BANC),8/23/02,5/28/14,daily,8/26/14
GOOG/NYSE_ZLC,Zale Corporation (ZLC),8/2/93,5/29/14,daily,8/27/14
GOOG/PINK_GBLE,Global 8 Environmental Technologies Inc (GBLE),5/15/08,9/19/13,daily,12/13/13
GOOG/PINK_ITYCQ,Integrity Bancshares Inc. (ITYCQ),9/6/06,4/5/13,daily,8/27/13
GOOG/PINK_IDAI,Idna Inc. (IDAI),3/8/06,12/14/12,daily,8/27/13
GOOG/NASDAQ_FFEX,"Frozen Food Express Industries, Inc. (FFEX)",3/11/81,8/19/13,daily,12/10/13
GOOG/PINK_EFOI,Energy Focus Inc (EFOI),1/3/11,1/14/13,daily,8/27/13
GOOG/PINK_EDVC,Endevco Inc (EDVC),10/9/03,2/26/13,daily,8/27/13
GOOG/NASDAQ_ONXX,"Onyx Pharmaceuticals, Inc. (ONXX)",5/9/96,9/30/13,daily,12/27/13
GOOG/PINK_ELCO,"Elcom International, Inc. (ELCO)",1/4/99,8/8/13,daily,11/5/13
GOOG/PINK_KVPBQ,KV Pharmaceutical Co (KVPBQ),6/11/12,9/13/13,daily,12/12/13
GOOG/PINK_PRTKQ,"Profile Technologies, Inc. (PRTKQ)",1/2/03,12/20/13,daily,3/20/14
GOOG/NASDAQ_MDTH,MedCath Corporation (MDTH),7/24/01,9/21/12,daily,12/10/13
GOOG/NASDAQ_CPNO,"Copano Energy, L.L.C. (CPNO)",11/9/04,4/30/13,daily,12/10/13
GOOG/PINK_WGNB,WGNB Corp. (WGNB),1/2/03,4/2/14,daily,7/1/14
GOOG/AMEX_GSX,Gasco Energy Inc (GSX),1/6/00,6/30/14,daily,9/30/14
GOOG/PINK_UPHN,Uphonia Inc. (UPHN),5/24/06,8/23/13,daily,11/21/13
GOOG/PINK_AUTCF,AutoChina International Limited (AUTCF),2/13/12,2/24/12,daily,8/27/13
GOOG/NYSE_TXI,"Texas Industries, Inc. (TXI)",3/11/81,7/1/14,daily,9/30/14
GOOG/NASDAQ_HOGS,ZHONGPIN INC. (HOGS),1/12/05,6/26/13,daily,10/15/13
GOOG/NYSE_WPO,Graham Holdings Co (WPO),3/11/81,11/27/13,daily,1/6/14
GOOG/NASDAQ_TELK,"Telik, Inc. (TELK)",8/11/00,9/9/14,daily,10/8/14
GOOG/NASDAQ_ASTX,"Astex Pharmaceuticals, Inc. (ASTX)",1/2/03,10/10/13,daily,1/8/14
GOOG/NYSE_PXP,Plains Exploration &amp; Production Company (PXP),12/18/02,5/30/13,daily,12/10/13
GOOG/NASDAQ_MMUS,"MakeMusic, Inc. (MMUS)",6/29/95,4/30/13,daily,12/10/13
GOOG/NASDAQ_CRBC,Citizens Republic Bancorp Inc (CRBC),5/30/85,4/12/13,daily,12/10/13
GOOG/NYSE_ELN,"Elan Corporation, plc (ADR) (ELN)",1/19/82,12/18/13,daily,3/18/14
GOOG/NYSE_RAH,Ralcorp Holdings (RAH),3/31/97,1/29/13,daily,8/27/13
GOOG/NASDAQ_ENDP,Endo Health Solutions Inc (ENDP),7/18/00,2/28/14,daily,5/29/14
GOOG/PINK_APDTQ,Alphatrade.Com (APDTQ),1/2/03,1/4/13,daily,8/27/13
GOOG/NYSE_PDH,PetroLogistics LP (PDH),5/4/12,7/15/14,daily,10/13/14
GOOG/PINK_GRBEQ,Grubb &amp; Ellis Company (GRBEQ),3/15/13,4/15/13,daily,8/27/13
GOOG/NASDAQ_VMED,Virgin Media Inc. (VMED),1/13/03,6/7/13,daily,12/10/13
GOOG/NASDAQ_SOMX,Pernix Sleep Inc (SOMX),12/15/05,3/6/13,daily,12/10/13
